0,On,1,60,102
120,Off,1,60,102
480,On,1,72,102
600,Off,1,72,102
960,On,1,60,102
1080,Off,1,60,102
1440,On,1,72,102
1560,Off,1,72,102
1920,On,1,60,102
2040,Off,1,60,102
2400,On,1,72,102
2520,Off,1,72,102
2880,On,1,60,102
3000,Off,1,60,102
3360,On,1,72,102
3480,Off,1,72,102
3840,On,1,60,102
3960,Off,1,60,102
4320,On,1,72,102
4440,Off,1,72,102
4800,On,1,60,102
4920,Off,1,60,102
5280,On,1,72,102
5400,Off,1,72,102
5760,On,1,60,102
5880,Off,1,60,102
6240,On,1,72,102
6360,Off,1,72,102
6720,On,1,60,102
6840,Off,1,60,102
7200,On,1,72,102
7320,Off,1,72,102
7680,On,1,60,102
7800,Off,1,60,102
8160,On,1,72,102
8280,Off,1,72,102
8640,On,1,60,102
8760,Off,1,60,102
9120,On,1,72,102
9240,Off,1,72,102
9600,On,1,60,102
11520,Off,1,60,102
11520,On,1,72,102
13440,Off,1,72,102
13440,On,1,60,102
15360,Off,1,60,102
15360,On,1,72,102
17280,Off,1,72,102
17280,On,1,60,102
19200,Off,1,60,102
19200,On,1,72,102
21120,Off,1,72,102
21120,On,1,60,102
23040,Off,1,60,102
23040,On,1,72,102
24960,Off,1,72,102
24960,On,1,60,102
26880,Off,1,60,102
26880,On,1,72,102
28800,Off,1,72,102
28800,On,1,60,102
30720,Off,1,60,102
30720,On,1,72,102
32640,Off,1,72,102
32640,On,1,60,102
34560,Off,1,60,102
34560,On,1,72,102
36480,Off,1,72,102
36480,On,1,60,102
38400,Off,1,60,102
38400,On,1,72,102
39360,Off,1,72,102
40320,On,1,60,102
40440,Off,1,60,102
41280,On,1,72,102
41400,Off,1,72,102
41760,On,1,60,102
41880,Off,1,60,102
41880,On,1,60,102
42000,Off,1,60,102
42240,On,1,60,102
42360,Off,1,60,102
43200,On,1,72,102
43320,Off,1,72,102
44160,On,1,60,102
44280,Off,1,60,102
45120,On,1,72,102
45240,Off,1,72,102
45600,On,1,60,102
45720,Off,1,60,102
45720,On,1,60,102
45840,Off,1,60,102
46080,On,1,60,102
46200,Off,1,60,102
46800,On,1,84,102
46920,Off,1,84,102
47040,On,1,72,102
47160,Off,1,72,102
48000,On,1,60,102
48120,Off,1,60,102
48960,On,1,72,102
49080,Off,1,72,102
49680,On,1,72,102
49800,Off,1,72,102
50640,On,1,60,102
50700,Off,1,60,102
50700,On,1,60,102
50760,Off,1,60,102
50880,On,1,72,102
51000,Off,1,72,102
51840,On,1,60,102
51960,Off,1,60,102
52320,On,1,72,102
52440,Off,1,72,102
52440,On,1,60,102
52560,Off,1,60,102
52560,On,1,72,102
52680,Off,1,72,102
52800,On,1,72,102
52920,Off,1,72,102
53040,On,1,60,102
53040,On,1,84,102
53160,Off,1,60,102
53160,Off,1,84,102
53280,On,1,72,102
53400,Off,1,72,102
53400,On,1,60,102
53520,Off,1,60,102
53520,On,1,72,102
53640,Off,1,72,102
54000,On,1,72,102
54120,Off,1,72,102
54240,On,1,72,102
54360,Off,1,72,102
54360,On,1,60,102
54480,Off,1,60,102
54480,On,1,72,102
54600,Off,1,72,102
54720,On,1,84,102
54840,Off,1,84,102
55680,On,1,60,102
55800,Off,1,60,102
56400,On,1,84,102
56520,Off,1,84,102
56640,On,1,72,102
56760,Off,1,72,102
56880,On,1,84,102
57000,Off,1,84,102
57120,On,1,60,102
57240,Off,1,60,102
57240,On,1,60,102
57360,Off,1,60,102
57600,On,1,60,102
57720,Off,1,60,102
58560,On,1,72,102
58680,Off,1,72,102
58800,On,1,84,102
58920,Off,1,84,102
59040,On,1,60,102
59160,Off,1,60,102
59520,On,1,60,102
59640,Off,1,60,102
60480,On,1,72,102
60600,Off,1,72,102
61680,On,1,60,102
61800,Off,1,60,102
61920,On,1,60,102
62040,Off,1,60,102
62160,On,1,84,102
62280,Off,1,84,102
62400,On,1,60,102
62400,On,1,72,102
62520,Off,1,60,102
62520,Off,1,72,102
63120,On,1,84,102
63240,Off,1,84,102
63360,On,1,60,102
63480,Off,1,60,102
64320,On,1,72,102
64440,Off,1,72,102
65040,On,1,72,102
65160,Off,1,72,102
66000,On,1,60,102
66060,Off,1,60,102
66060,On,1,60,102
66120,Off,1,60,102
66240,On,1,72,102
66360,Off,1,72,102
66960,On,1,72,102
67080,Off,1,72,102
67200,On,1,60,102
67320,Off,1,60,102
68160,On,1,72,102
68280,Off,1,72,102
68640,On,1,60,102
68760,Off,1,60,102
70080,On,1,60,102
70080,On,1,72,102
70200,Off,1,60,102
70200,Off,1,72,102
71040,On,1,60,102
71160,Off,1,60,102
72000,On,1,72,102
72120,Off,1,72,102
73440,On,1,72,102
73500,Off,1,72,102
73500,On,1,72,102
73560,Off,1,72,102
73560,On,1,72,102
73680,Off,1,72,102
73920,On,1,72,102
74040,Off,1,72,102
74880,On,1,60,102
75000,Off,1,60,102
75840,On,1,72,102
75960,Off,1,72,102
77280,On,1,72,102
77340,Off,1,72,102
77340,On,1,60,102
77400,Off,1,60,102
77400,On,1,72,102
77520,Off,1,72,102
77760,On,1,72,102
77880,Off,1,72,102
78720,On,1,60,102
78840,Off,1,60,102
79680,On,1,72,102
79800,Off,1,72,102
79920,On,1,60,102
80040,Off,1,60,102
80400,On,1,72,102
80520,Off,1,72,102
81120,On,1,60,102
81240,Off,1,60,102
81240,On,1,60,102
81360,Off,1,60,102
81600,On,1,72,102
81720,Off,1,72,102
81840,On,1,60,102
81960,Off,1,60,102
81960,On,1,60,102
82080,Off,1,60,102
82080,On,1,60,102
82240,Off,1,60,102
82240,On,1,60,102
82400,Off,1,60,102
82400,On,1,84,102
82560,On,1,60,102
82560,Off,1,84,102
82680,Off,1,60,102
83520,On,1,72,102
83640,Off,1,72,102
84000,On,1,60,102
84120,Off,1,60,102
84240,On,1,84,102
84360,Off,1,84,102
84720,On,1,84,102
84840,Off,1,84,102
85320,On,1,60,102
85440,Off,1,60,102
85440,On,1,84,102
85560,Off,1,84,102
86400,On,1,60,102
86520,Off,1,60,102
87360,On,1,72,102
87480,Off,1,72,102
87840,On,1,60,102
87960,Off,1,60,102
88560,On,1,60,102
88680,Off,1,60,102
88800,On,1,60,102
88920,Off,1,60,102
89280,On,1,72,102
89400,Off,1,72,102
90240,On,1,60,102
90360,Off,1,60,102
91200,On,1,72,102
91320,Off,1,72,102
91680,On,1,60,102
91800,Off,1,60,102
92400,On,1,60,102
92460,Off,1,60,102
92460,On,1,60,102
92520,Off,1,60,102
92520,On,1,60,102
92640,Off,1,60,102
93120,On,1,72,102
93240,Off,1,72,102
94080,On,1,60,102
94200,Off,1,60,102
95040,On,1,72,102
95160,Off,1,72,102
95760,On,1,72,102
95880,Off,1,72,102
96960,On,1,72,102
97080,Off,1,72,102
97920,On,1,60,102
98040,Off,1,60,102
98880,On,1,72,102
99000,Off,1,72,102
99600,On,1,72,102
99720,Off,1,72,102
100080,On,1,72,102
100200,Off,1,72,102
100320,On,1,84,102
100680,Off,1,84,102
100680,On,1,60,102
100800,Off,1,60,102
100800,On,1,84,102
100920,Off,1,84,102
101760,On,1,60,102
101880,Off,1,60,102
102720,On,1,72,102
102840,Off,1,72,102
103200,On,1,60,102
103320,Off,1,60,102
103320,On,1,60,102
103440,Off,1,60,102
103680,On,1,60,102
103800,Off,1,60,102
104640,On,1,72,102
104760,Off,1,72,102
105600,On,1,60,102
105720,Off,1,60,102
106560,On,1,72,102
106680,Off,1,72,102
107040,On,1,60,102
107160,Off,1,60,102
107160,On,1,60,102
107280,Off,1,60,102
107520,On,1,60,102
107640,Off,1,60,102
108240,On,1,84,102
108360,Off,1,84,102
108480,On,1,72,102
108600,Off,1,72,102
109440,On,1,60,102
109560,Off,1,60,102
110400,On,1,72,102
110520,Off,1,72,102
111120,On,1,72,102
111240,Off,1,72,102
112080,On,1,60,102
112140,Off,1,60,102
112140,On,1,60,102
112200,Off,1,60,102
112320,On,1,72,102
112440,Off,1,72,102
113280,On,1,60,102
113400,Off,1,60,102
113760,On,1,72,102
113880,Off,1,72,102
113880,On,1,60,102
114000,Off,1,60,102
114000,On,1,72,102
114120,Off,1,72,102
114240,On,1,72,102
114360,Off,1,72,102
114480,On,1,60,102
114480,On,1,72,102
114600,Off,1,60,102
114600,Off,1,72,102
114720,On,1,72,102
114840,Off,1,72,102
114840,On,1,60,102
114960,Off,1,60,102
114960,On,1,72,102
115080,Off,1,72,102
115440,On,1,72,102
115560,Off,1,72,102
115680,On,1,72,102
115800,Off,1,72,102
115800,On,1,60,102
115920,Off,1,60,102
115920,On,1,72,102
116040,Off,1,72,102
116160,On,1,84,102
116280,Off,1,84,102
117120,On,1,60,102
117240,Off,1,60,102
117840,On,1,84,102
117960,Off,1,84,102
118080,On,1,72,102
118200,Off,1,72,102
118320,On,1,84,102
118440,Off,1,84,102
118560,On,1,60,102
118680,Off,1,60,102
118680,On,1,60,102
118800,Off,1,60,102
119040,On,1,60,102
119160,Off,1,60,102
120000,On,1,72,102
120120,Off,1,72,102
120240,On,1,84,102
120360,Off,1,84,102
120480,On,1,60,102
120600,Off,1,60,102
120960,On,1,60,102
121080,Off,1,60,102
121920,On,1,72,102
122040,Off,1,72,102
123120,On,1,60,102
123240,Off,1,60,102
123360,On,1,60,102
123480,Off,1,60,102
123600,On,1,84,102
123720,Off,1,84,102
123840,On,1,60,102
123840,On,1,72,102
123960,Off,1,60,102
123960,Off,1,72,102
124560,On,1,84,102
124680,Off,1,84,102
